,code,2nd_code,std_price,name
337,A006880,1,5580,신송홀딩스
338,A006890,1,17100,태경케미컬
339,A006980,1,31250,우성사료
340,A007070,1,34150,GS리테일
341,A007110,1,2565,일신석재
342,A007120,1,567,미래아이앤지
343,A007160,1,53400,사조산업
344,A007210,1,4230,벽산
345,A007280,1,3630,한국특강
346,A007310,1,512000,오뚜기
347,A007340,1,47400,디티알오토모티브
348,A007460,1,2050,에이프로젠 MED
349,A007540,1,46250,샘표
350,A007570,1,32700,일양약품
351,A007575,1,32500,일양약품우
352,A007590,1,7600,동방아그로
353,A007610,1,3625,선도전기
354,A007630,1,1225,폴루스바이오팜
355,A007660,1,4350,이수페타시스
356,A007690,1,89300,국도화학
357,A007700,1,35650,F&F홀딩스
358,A007810,1,14350,코리아써키트
359,A007815,1,7160,코리아써우
360,A00781K,1,8990,코리아써키트2우B
361,A007860,1,12750,서연
362,A007980,1,2650,태평양물산
363,A008040,1,1285,사조동아원
364,A008060,1,7350,대덕
365,A00806K,1,10900,대덕1우
366,A008110,1,8080,대동전자
367,A008250,1,14250,이건산업
368,A008260,1,4560,NI스틸
369,A008350,1,3970,남선알미늄
370,A008355,1,38250,남선알미우
371,A008420,1,4700,문배철강
372,A008490,1,54500,서흥
373,A008500,1,20900,일정실업
374,A008560,1,5240,메리츠증권
375,A008600,1,2285,윌비스
376,A008700,1,2560,아남전자
377,A008730,1,22850,율촌화학
378,A008770,1,89100,호텔신라
379,A008775,1,90600,호텔신라우
380,A008870,1,71900,금비
381,A008930,1,69700,한미사이언스
382,A008970,1,1460,동양철관
383,A009070,1,6660,KCTC
384,A009140,1,27150,경인전자
385,A009150,1,178500,삼성전기
386,A009155,1,99700,삼성전기우
387,A009160,1,7960,SIMPAC
388,A009180,1,4535,한솔로지스틱스
389,A009190,1,5490,대양금속
390,A009200,1,2870,무림페이퍼
391,A009240,1,123000,한샘
392,A009270,1,2305,신원
393,A009275,1,46800,신원우
394,A009290,1,8180,광동제약
395,A009310,1,1385,참엔지니어링
396,A009320,1,2420,대우부품
397,A009410,1,11750,태영건설
398,A009415,1,14350,태영건설우
399,A009420,1,23050,한올바이오파마
400,A009440,1,5770,KC그린홀딩스
401,A009450,1,65000,경동나비엔
402,A009460,1,2215,한창제지
403,A009470,1,32450,삼화전기
404,A009540,1,105500,한국조선해양
405,A009580,1,4590,무림P&P
406,A009680,1,11450,모토닉
407,A009770,1,32450,삼정펄프
408,A009810,1,1515,엔케이물산
409,A009830,1,42100,한화솔루션
410,A009835,1,47300,한화솔루션우
411,A009900,1,28800,명신산업
412,A009970,1,48150,영원무역홀딩스
413,A010040,1,4260,한국내화
414,A010050,1,910,우리종금
415,A010060,1,142000,OCI
416,A010100,1,3060,한국프랜지
417,A010120,1,67700,LS ELECTRIC
418,A010130,1,518000,고려아연
419,A010140,1,6150,삼성중공업
420,A010145,1,264000,삼성중공우
421,A010400,1,8100,우진아이엔에스
422,A010420,1,2310,한솔PNS
423,A010580,1,306,지코
424,A010600,1,2075,웰바이오텍
425,A010620,1,72300,현대미포조선
426,A010640,1,3885,진양폴리
427,A010660,1,2840,화천기계
428,A010690,1,8840,화신
429,A010770,1,5270,평화홀딩스
430,A010780,1,51300,아이에스동서
431,A010820,1,2365,퍼스텍
432,A010950,1,101500,S-Oil
433,A010955,1,60200,S-Oil우
434,A010960,1,5660,삼호개발
435,A011000,1,35150,진원생명과학
436,A011070,1,216000,LG이노텍
437,A011090,1,2830,에넥스
438,A011150,1,4080,CJ씨푸드
