,code,2nd_code,std_price,name
360,A046440,1,9980,KG모빌리언스
361,A046890,1,15950,서울반도체
362,A046940,1,6110,우원개발
363,A046970,1,1910,우리로
364,A047080,1,5580,한빛소프트
365,A047310,1,9670,파워로직스
366,A047560,1,13500,이스트소프트
367,A047770,1,2940,코데즈컴바인
368,A047820,1,2550,초록뱀미디어
369,A047920,1,27250,에이치엘비제약
370,A048260,1,144600,오스템임플란트
371,A048410,1,28150,현대바이오
372,A048430,1,13450,유라테크
373,A048470,1,7050,대동스틸
374,A048530,1,23650,인트론바이오
375,A048550,1,5080,SM C&C
376,A048770,1,4200,TPC
377,A048830,1,2330,엔피케이
378,A048870,1,4210,시너지이노베이션
379,A048910,1,35700,대원미디어
380,A049070,1,26650,인탑스
381,A049080,1,2310,기가레인
382,A049120,1,3030,파인디앤씨
383,A049180,1,10550,셀루메드
384,A049430,1,12950,코메론
385,A049470,1,1215,SGA
386,A049480,1,3580,오픈베이스
387,A049520,1,3270,유아이엘
388,A049550,1,7930,잉크테크
389,A049630,1,1275,재영솔루텍
390,A049720,1,9980,고려신용정보
391,A049830,1,14750,승일
392,A049950,1,27950,미래컴퍼니
393,A049960,1,19300,쎌바이오텍
394,A050090,1,1385,휘닉스소재
395,A050110,1,2070,캠시스
396,A050120,1,4685,ES큐브
397,A050320,1,0,아래스
398,A050540,1,282,한국코퍼레이션
399,A050760,1,4155,에스폴리텍
400,A050860,1,2935,아세아텍
401,A050890,1,6940,쏠리드
402,A050960,1,22250,수산아이앤티
403,A051160,1,24000,지어소프트
404,A051360,1,8220,토비스
405,A051370,1,13000,인터플렉스
406,A051380,1,12550,피씨디렉트
407,A051390,1,4230,YW
408,A051490,1,9420,나라엠앤디
409,A051500,1,35050,CJ프레시웨이
410,A051780,1,574,큐로홀딩스
411,A051980,1,1670,중앙디앤엠
412,A052020,1,9080,에스티큐브
413,A052190,1,0,세영디앤씨
414,A052220,1,4485,iMBC
415,A052260,1,19750,현대바이오랜드
416,A052300,1,1280,초록뱀컴퍼니
417,A052330,1,10550,코텍
418,A052400,1,34650,코나아이
419,A052420,1,3000,오성첨단소재
420,A052460,1,5430,아이크래프트
421,A052600,1,7780,한네트
422,A052670,1,3775,제일바이오
423,A052710,1,28900,아모텍
424,A052770,1,0,아이톡시
425,A052790,1,11850,액토즈소프트
426,A052860,1,4750,아이앤씨
427,A052900,1,1825,KMH하이텍
428,A053030,1,17650,바이넥스
429,A053050,1,2435,지에스이
430,A053060,1,1330,세동
431,A053080,1,20000,원방테크
432,A053110,1,0,소리바다
433,A053160,1,17900,프리엠스
434,A053260,1,5440,금강철강
435,A053270,1,3710,구영테크
436,A053280,1,11350,예스24
437,A053290,1,15850,NE능률
438,A053300,1,7300,한국정보인증
439,A053350,1,7710,이니텍
440,A053450,1,7800,세코닉스
441,A053580,1,32400,웹케시
442,A053590,1,1140,한국테크놀로지
443,A053610,1,27950,프로텍
444,A053620,1,9720,태양
445,A053660,1,400,현진소재
446,A053700,1,6930,삼보모터스
447,A053800,1,69800,안랩
448,A053950,1,6620,경남제약
449,A053980,1,9030,오상자이엘
450,A054040,1,5260,한국컴퓨터
451,A054050,1,11900,농우바이오
452,A054090,1,3395,삼진엘앤디
453,A054180,1,1275,메디콕스
454,A054210,1,8920,이랜텍
455,A054220,1,0,비츠로시스
456,A054300,1,945,팬스타엔터프라이즈
457,A054410,1,8010,케이피티유
458,A054450,1,15650,텔레칩스
459,A054540,1,5470,삼영엠텍
460,A054620,1,17950,APS홀딩스
461,A054630,1,1000,에이디칩스
462,A054670,1,10650,대한뉴팜
463,A054780,1,12900,키이스트
464,A054800,1,13800,아이디스홀딩스
465,A054920,1,8980,한컴위드
466,A054930,1,22800,유신
467,A054940,1,1695,엑사이엔씨
468,A054950,1,16800,제이브이엠
469,A056000,1,2860,COWON
470,A056080,1,3650,유진로봇
471,A056090,1,4665,유앤아이
472,A056190,1,38450,에스에프에이
473,A056360,1,8750,코위버
474,A056700,1,3420,신화인터텍
475,A056730,1,0,CNT85
476,A057030,1,6930,YBM넷
477,A057540,1,2205,옴니시스템
478,A057680,1,3275,티사이언티픽
479,A057880,1,1545,피에이치씨
480,A058110,1,12050,멕아이씨에스
481,A058220,1,275,아리온
482,A058400,1,1770,KNN
483,A058420,1,0,제이웨이
484,A058450,1,685,일야
485,A058470,1,202400,리노공업
486,A058530,1,0,슈펙스비앤피
487,A058610,1,11250,에스피지
488,A058630,1,8980,엠게임
489,A058820,1,4240,CMG제약
490,A058970,1,36550,엠로
491,A059090,1,13900,미코
492,A059100,1,8380,아이컴포넌트
493,A059120,1,9690,아진엑스텍
494,A059210,1,3390,메타바이오메드
495,A059270,1,16100,해성티피씨
496,A060150,1,12300,인선이엔티
497,A060230,1,2090,얍엑스
498,A060240,1,6760,룽투코리아
499,A060250,1,47150,NHN한국사이버결제
500,A060260,1,1430,뉴보텍
501,A060280,1,7960,큐렉소
502,A060300,1,0,레드로버
503,A060310,1,3620,3S
504,A060370,1,6070,KT서브마린
505,A060380,1,4100,동양에스텍
506,A060480,1,4120,국일신동
507,A060540,1,2805,에스에이티
508,A060560,1,2220,홈센타홀딩스
509,A060570,1,4885,드림어스컴퍼니
510,A060590,1,12050,씨티씨바이오
511,A060720,1,26000,KH바텍
512,A060850,1,11000,영림원소프트랩
513,A060900,1,1750,대한그린파워
514,A061040,1,6500,알에프텍
515,A061250,1,3305,화일약품
516,A061970,1,12550,엘비세미콘
517,A062860,1,7170,티엘아이
518,A062970,1,5010,피피아이
519,A063080,1,32750,게임빌
520,A063170,1,19150,서울옥션
521,A063440,1,3020,SM Life Design
522,A063570,1,6040,한국전자금융
523,A063760,1,7320,이엘피
524,A064090,1,2140,에프앤리퍼블릭
525,A064240,1,3350,홈캐스트
526,A064260,1,6160,다날
527,A064290,1,23150,인텍플러스
528,A064480,1,5200,브리지텍
529,A064510,1,550,에코마이스터
530,A064520,1,0,바른전자
531,A064550,1,84500,바이오니아
532,A064760,1,135400,티씨케이
533,A064800,1,1630,젬백스링크
534,A064820,1,4975,케이프
535,A064850,1,8870,에프앤가이드
536,A065060,1,914,지엔코
537,A065130,1,8090,탑엔지니어링
538,A065150,1,902,엠피대산
539,A065170,1,1405,넥스트BT
540,A065350,1,18100,신성델타테크
541,A065370,1,12900,위세아이텍
542,A065420,1,639,에스아이리소스
543,A065440,1,2765,이루온
544,A065450,1,6630,빅텍
545,A065500,1,707,오리엔트정공
546,A065510,1,9270,휴비츠
547,A065530,1,3500,와이어블
548,A065560,1,5770,녹원씨엔아이
549,A065570,1,8770,삼영이엔씨
550,A065650,1,2755,메디프론
551,A065660,1,68400,안트로젠
552,A065680,1,26050,우주일렉트로
553,A065690,1,3165,파커스
554,A065710,1,20200,서호전기
555,A065770,1,4635,CS
556,A065950,1,4455,웰크론
557,A066110,1,0,한프
558,A066130,1,10800,하츠
559,A066310,1,16950,큐에스아이
560,A066360,1,1740,체리부로
561,A066410,1,2930,버킷스튜디오
562,A066430,1,2295,와이오엠
563,A066590,1,5560,우수AMS
564,A066620,1,21050,국보디자인
565,A066670,1,8900,디스플레이텍
566,A066700,1,7380,테라젠이텍스
567,A066790,1,724,씨씨에스
568,A066900,1,4155,디에이피
569,A066910,1,2650,손오공
570,A066970,1,153600,엘앤에프
571,A066980,1,4970,이엔코퍼레이션
572,A067000,1,10450,조이시티
573,A067010,1,6230,이씨에스
574,A067080,1,11050,대화제약
